DCA License Number,License Type,License Expiration Date,License Status,License Creation Date,Industry,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code,Community Board,Council District,BIN,BBL,NTA,Census Tract,Detail,Longitude,Latitude,Location
1043078-DCA,Business,12/31/2022,Active,02/01/2013,Tobacco Retail Dealer,"KIM, KI HWANG",KH GROCERY,672,6TH AVE,,BROOKLYN,NY,11215,718-788-3116,Brooklyn,3,307,38,3017397,3008910038,BK32,145,,-73.9907296981428,40.660498706451584,"(40.660498706451584, -73.9907296981428)"
1069066-DCA,Business,12/31/2022,Active,01/03/2001,Tobacco Retail Dealer,S. MICHAEL & SON INC.,,8206,ASTORIA BLVD,,EAST ELMHURST,NY,11370,718-429-0390,Queens,4,403,22,4311911,4010940001,QN28,329,,-73.88665419472588,40.76493090115067,"(40.76493090115067, -73.88665419472588)"
1274756-DCA,Business,12/31/2022,Active,12/24/2007,Tobacco Retail Dealer,N & N DELANCEY SMOKE SHOP INC.,,61,DELANCEY ST,,NEW YORK,NY,10002,212-729-8653,Manhattan,1,103,01,1005457,1004140018,MN27,18,,-73.99092713729125,40.71936854326236,"(40.71936854326236, -73.99092713729125)"
2056902-2-DCA,Business,12/31/2022,Active,08/10/2017,Tobacco Retail Dealer,J CHINA MARKET INC,,4809,69TH ST,,WOODSIDE,NY,11377,347-263-9902,Queens,4,402,30,4056334,4024340007,QN50,489,,-73.89589778264244,40.738205769318576,"(40.738205769318576, -73.89589778264244)"
2032310-2-DCA,Business,12/31/2022,Active,01/11/2016,Tobacco Retail Dealer,BODEGA BUILT INC,,601,E 180TH ST,,BRONX,NY,10457,347-627-4224,Bronx,2,206,15,2012024,2030700001,BX17,373,,-73.89137546076559,40.8493934027397,"(40.8493934027397, -73.89137546076559)"
1054840-DCA,Business,12/31/2022,Active,12/05/2000,Tobacco Retail Dealer,K P DELI CORP.,,255,HYLAN BLVD,,STATEN ISLAND,NY,10305,718-448-7730,Staten Island,5,501,49,5090837,5028530001,SI37,8,,-74.07037351766044,40.61193872381227,"(40.61193872381227, -74.07037351766044)"
1385430-DCA,Business,12/31/2022,Active,06/22/2011,Tobacco Retail Dealer,NEW FOREST DELI INC.,,6655,FOREST AVE,,RIDGEWOOD,NY,11385,718-386-0468,Queens,4,405,30,4083824,4035000003,QN20,587,,-73.90255564923964,40.70603202903095,"(40.70603202903095, -73.90255564923964)"
1214604-DCA,Business,12/31/2022,Active,11/16/2005,Tobacco Retail Dealer,9715 KILDARE INC.,,9715,3RD AVE,,BROOKLYN,NY,11209,718-921-0217,Brooklyn,3,310,43,3155832,3061260006,BK31,5601,,-74.03426479360745,40.61558652160902,"(40.61558652160902, -74.03426479360745)"
2057266-2-DCA,Business,12/31/2022,Active,08/21/2017,Tobacco Retail Dealer,CHOI VEGETABLE & GROCERY INC,,3601,164TH ST,,FLUSHING,NY,11358,718-353-5898,Queens,4,407,19,4119568,4052870015,QN51,1175,,-73.80178709149031,40.762581923895084,"(40.762581923895084, -73.80178709149031)"
1296434-DCA,Business,12/31/2022,Active,08/19/2008,Tobacco Retail Dealer,"YAFAI, FAIZ A",NEW EVELINA GROCERY,1339,FLATBUSH AVE,,BROOKLYN,NY,11226,718-282-5690,Brooklyn,3,317,45,3120360,3052110064,BK95,790,,-73.9536133589696,40.6384518608987,"(40.6384518608987, -73.9536133589696)"
2056906-2-DCA,Business,12/31/2022,Active,08/10/2017,Tobacco Retail Dealer,ASTORIA AUTO CENTER INC.,BP,4008,30TH AVE,,ASTORIA,NY,11103,7188644011,Queens,4,401,22,4011283,4006810114,QN70,149,,-73.91466910509865,40.76372815630861,"(40.76372815630861, -73.91466910509865)"
2057135-2-DCA,Business,12/31/2022,Active,08/16/2017,Tobacco Retail Dealer,ROKSANA GOURMET DELI INC,,6678,FRESH POND RD,,FLUSHING,NY,11385,347-294-0077,Queens,4,405,30,4085033,4035310039,QN20,585,,-73.89691043804052,40.706419613195756,"(40.706419613195756, -73.89691043804052)"
1402896-DCA,Business,12/31/2022,Active,08/10/2011,Tobacco Retail Dealer,TWO DELI CORP.,,140,PENNSYLVANIA AVE,,BROOKLYN,NY,11207,718-450-1424,Brooklyn,3,305,37,3083511,3036860034,BK82,1198,,-73.89657029635816,40.674585448054216,"(40.674585448054216, -73.89657029635816)"
1473948-DCA,Business,12/31/2022,Active,09/23/2013,Tobacco Retail Dealer,"A & F TOBACCO & GROCERY, INC.",,356,W 145TH ST,,NEW YORK,NY,10039,212-281-2748,Manhattan,1,109,09,1079813,1020510054,MN04,227,,-73.94428863824933,40.823822938643275,"(40.823822938643275, -73.94428863824933)"
1129552-DCA,Business,12/31/2022,Active,12/27/2002,Tobacco Retail Dealer,"KARIM 1 STOP MINI-MART, INC.",,7724,5TH AVE,,BROOKLYN,NY,11209,718-680-7009,Brooklyn,3,310,43,3149853,3059610044,BK31,136,,-74.02336612215028,40.62774044539696,"(40.62774044539696, -74.02336612215028)"
1086786-DCA,Business,12/31/2022,Active,07/05/2001,Tobacco Retail Dealer,"DOLEH, BASSAM M.",BD FOOD SUPERMARKET,510,7TH AVE,,BROOKLYN,NY,11215,718-499-9784,Brooklyn,3,307,38,3345663,3008680038,BK37,149,,-73.98641158286652,40.6612064305123,"(40.6612064305123, -73.98641158286652)"
1272466-DCA,Business,12/31/2022,Active,11/13/2007,Tobacco Retail Dealer,ELMHURST NEWS CORPORATION,,6329,108TH ST,,FOREST HILLS,NY,11375,718-275-8741,Queens,4,406,29,4051565,4021680001,QN17,743,,-73.85021937196201,40.73415356363293,"(40.73415356363293, -73.85021937196201)"
1400142-DCA,Business,12/31/2022,Active,07/15/2011,Tobacco Retail Dealer,OMAR S ALJALAL,O H S MINI MARKET,227,NASSAU AVE,,BROOKLYN,NY,11222,718-383-5942,Brooklyn,3,301,33,3066564,3026560039,BK76,589,,-73.94324498028791,40.725747454899164,"(40.725747454899164, -73.94324498028791)"
2032546-2-DCA,Business,12/31/2022,Active,01/20/2016,Tobacco Retail Dealer,BROADWAY FAMOUS DELI CORP.,,4879,BROADWAY,,NEW YORK,NY,10034,2125442467,Manhattan,1,112,10,1064955,1022380023,MN01,295,,-73.92339829762831,40.86691932670686,"(40.86691932670686, -73.92339829762831)"
2082524-2-DCA,Business,12/31/2022,Active,02/26/2019,Tobacco Retail Dealer,"SHETH, KIRAN",,S/E/C,BROADWAY,WEST   80 STREET,NEW YORK,NY,10024,732-360-0699,Manhattan,1,107,06,,,,,,-73.97947129351718,40.78452187103925,"(40.78452187103925, -73.97947129351718)"
1157998-DCA,Business,12/31/2022,Active,12/31/2003,Tobacco Retail Dealer,Richard D. Paik,7-Eleven Store 32884,301,65TH ST,,BROOKLYN,NY,11220,7184399280,Brooklyn,3,310,38,3144138,3058170001,BK31,70,,-74.02321877705549,40.63912860071856,"(40.63912860071856, -74.02321877705549)"
2051182-2-DCA,Business,12/31/2022,Active,04/13/2017,Tobacco Retail Dealer,TEJEDA BROS. FOOD CORP,,7269,61ST ST,,GLENDALE,NY,11385,718-366-5660,Queens,4,405,30,4086858,4035920048,QN19,567,,-73.89414309433876,40.70018922484055,"(40.70018922484055, -73.89414309433876)"
2058428-2-DCA,Business,12/31/2022,Active,09/20/2017,Tobacco Retail Dealer,FORDHAM GOURMET DELI INC,,11,W FORDHAM RD,,BRONX,NY,10468,347-449-1568,Bronx,2,207,14,2014355,2032000001,BX30,265,,-73.90164989769156,40.86279402543776,"(40.86279402543776, -73.90164989769156)"
2055045-2-DCA,Business,12/31/2022,Active,06/27/2017,Tobacco Retail Dealer,1798 LOS PRIMOS GROCERY CORP,,1798,CROTONA AVE,,BRONX,NY,10457,7182995555,Bronx,2,206,17,2009916,2029480001,BX17,36902,,-73.89352584456583,40.842791640086034,"(40.842791640086034, -73.89352584456583)"
1264968-DCA,Business,12/31/2022,Active,08/21/2007,Tobacco Retail Dealer,"YOO, TAE HEUNG",7 ELEVEN_23897D,16801,UNION TPKE,,FRESH MEADOWS,NY,11366,718-969-9713,Queens,4,408,24,4151767,4070040001,QN38,1241,,-73.80007212725991,40.72299132174931,"(40.72299132174931, -73.80007212725991)"
1048928-DCA,Business,12/31/2022,Active,10/24/2000,Tobacco Retail Dealer,"KIM, DOK K.",KD FOOD MARKET,8502,21ST AVE,,BROOKLYN,NY,11214,7183721630,Brooklyn,3,311,47,3165846,3063460038,BK28,288,,-73.99554164678115,40.60378343508746,"(40.60378343508746, -73.99554164678115)"
2089959-2-DCA,Business,12/31/2022,Active,08/27/2019,Tobacco Retail Dealer,LATE NIGHT 357 INC.,,357,GRAHAM AVE,,BROOKLYN,NY,11211,718-599-1525,Brooklyn,3,301,34,3068735,3027590022,BK90,497,,-73.94449131868599,40.715125843205016,"(40.715125843205016, -73.94449131868599)"
1474208-DCA,Business,12/31/2022,Active,09/23/2013,Tobacco Retail Dealer,"BARUA, LIPIKA",BARUA GIFT AND GROCERY,14713,UNION TPKE,,FLUSHING,NY,11367,718-380-0041,Queens,4,408,24,4144774,4066910041,QN37,77904,,-73.81492726651157,40.71829516256526,"(40.71829516256526, -73.81492726651157)"
2056697-2-DCA,Business,12/31/2022,Active,08/07/2017,Tobacco Retail Dealer,101 DELI NY INC,,12022,101ST AVE,,SOUTH RICHMOND HILL,NY,11419,917-455-8893,Queens,4,409,28,4200610,4094880011,QN54,156,,-73.82463634425459,40.69033017259578,"(40.69033017259578, -73.82463634425459)"
1414924-DCA,Business,12/31/2022,Active,12/08/2011,Tobacco Retail Dealer,"DYCKMAN CANDY & TOBACCO, INC.",,115,DYCKMAN ST,,NEW YORK,NY,10040,347-324-7277,Manhattan,1,112,10,1064707,1022170001,MN01,291,,-73.92506322622948,40.86211719827297,"(40.86211719827297, -73.92506322622948)"
2029377-2-DCA,Business,12/31/2022,Active,10/09/2015,Tobacco Retail Dealer,GOOD LUCK 4TH AVE. BEER HOUSE INC,,246,11TH ST,,BROOKLYN,NY,11215,646-573-2217,Brooklyn,3,306,39,3022853,3010220008,BK37,139,,-73.98930824470428,40.66893877623525,"(40.66893877623525, -73.98930824470428)"
2056747-2-DCA,Business,12/31/2022,Active,08/08/2017,Tobacco Retail Dealer,GEN2 ENTERPRISES INC,7 Eleven Store #39875A,589,8TH AVE,,NEW YORK,NY,10018,5103647332,Manhattan,1,104,03,1013646,1007620042,MN15,115,,-73.99131930127055,40.75515465786828,"(40.75515465786828, -73.99131930127055)"
1462384-DCA,Business,12/31/2022,Active,04/16/2013,Tobacco Retail Dealer,THREE STAR DELI GROCERY INC I,,164,TOMPKINS AVE,,BROOKLYN,NY,11206,718-484-3119,Brooklyn,3,303,36,3049332,3017710036,BK75,261,,-73.94591939939053,40.693387981517475,"(40.693387981517475, -73.94591939939053)"
2063498-2-DCA,Business,12/31/2022,Active,12/18/2017,Tobacco Retail Dealer,W 97 TOBACCO CORP,,2576,BROADWAY,,NEW YORK,NY,10025,718-795-5658,Manhattan,1,107,07,1075313,1018697501,MN12,183,,-73.97120815609088,40.79541668660518,"(40.79541668660518, -73.97120815609088)"
2065442-2-DCA,Business,12/31/2022,Active,01/27/2018,Tobacco Retail Dealer,NAGLE 99CENTS INC,,115,NAGLE AVE,,NEW YORK,NY,10040,917-680-9808,Manhattan,1,112,10,1064150,1021730015,MN35,283,,-73.92719778750232,40.86068583169121,"(40.86068583169121, -73.92719778750232)"
2057301-2-DCA,Business,12/31/2022,Active,08/21/2017,Tobacco Retail Dealer,"SUPERIOR GOURMET MARKETPLACE, INC.",,555,10TH AVE,,NEW YORK,NY,10018,646-709-6297,Manhattan,1,104,03,1089722,1010697501,MN13,117,,-73.99602217624606,40.7588877693251,"(40.7588877693251, -73.99602217624606)"
2053338-2-DCA,Business,12/31/2022,Active,05/22/2017,Tobacco Retail Dealer,C HEIGHTS FOOD CORP,,301,SCHENECTADY AVE,,BROOKLYN,NY,11213,718-601-8527,Brooklyn,3,309,35,3037758,3014020009,BK61,351,,-73.9340051404372,40.667602850625954,"(40.667602850625954, -73.9340051404372)"
2061485-2-DCA,Business,12/31/2022,Active,11/22/2017,Tobacco Retail Dealer,2502 PLAZA MARKET INC,,2502,QUEENS PLZ S,,LONG ISLAND CITY,NY,11101,347-323-2524,Queens,4,402,26,4005058,4004230011,QN31,19,,-73.9405170354343,40.750462577964335,"(40.750462577964335, -73.9405170354343)"
1339600-DCA,Business,12/31/2022,Active,11/24/2009,Tobacco Retail Dealer,"765 SIXTH AVENUE MARKET, INC.",,765,AVENUE OF THE AMERICAS,,NEW YORK,NY,10010,212-229-0301,Manhattan,1,104,03,1015016,1008010041,MN13,91,,-73.99163465772904,40.744521528409365,"(40.744521528409365, -73.99163465772904)"
1269114-DCA,Business,12/31/2022,Active,09/28/2007,Tobacco Retail Dealer,AL-KAHA FOOD PLUS INC.,,565,4TH AVE,,BROOKLYN,NY,11215,347-567-5002,Brooklyn,3,307,39,3024106,3010520009,BK37,141,,-73.99236903696071,40.66596368132183,"(40.66596368132183, -73.99236903696071)"
2018694-2-DCA,Business,12/31/2022,Active,02/25/2015,Tobacco Retail Dealer,DEAN MINI MARKET CORP,,7224,13TH AVE,,BROOKLYN,NY,11228,718-491-5699,Brooklyn,3,310,43,3158245,3061880047,BK30,200,,-74.0058320091037,40.62184686196582,"(40.62184686196582, -74.0058320091037)"
2095063-2-DCA,Business,12/31/2022,Active,03/04/2020,Tobacco Retail Dealer,60-90 ELIOT AVE INC,,6090,ELIOT AVE,,MASPETH,NY,11378,7186298140,Queens,4,405,30,4061363,4027470018,,,,-73.90236721100717,40.714024623456055,"(40.714024623456055, -73.90236721100717)"
1311374-DCA,Business,12/31/2022,Active,03/13/2009,Tobacco Retail Dealer,"LUCKY BUSY DELI, INC.",,24906,HORACE HARDING EXPY,,LITTLE NECK,NY,11362,718-299-3749,Queens,4,411,23,4172803,4083360001,QN45,152902,,-73.73128756048482,40.760567134445644,"(40.760567134445644, -73.73128756048482)"
2059230-2-DCA,Business,12/31/2022,Active,10/12/2017,Tobacco Retail Dealer,NEW WAY DELI & LOTTERY CORP.,,77,E KINGSBRIDGE RD,,BRONX,NY,10468,914-615-5292,Bronx,2,207,14,2017469,2033160001,BX28,40304,,-73.89581578809889,40.866798910129795,"(40.866798910129795, -73.89581578809889)"
2030927-2-DCA,Business,12/31/2022,Active,11/30/2015,Tobacco Retail Dealer,MN GOURMET DELI INC.,,4398,WHITE PLAINS RD,,BRONX,NY,10466,347-202-3404,Bronx,2,212,11,2069880,2050460027,BX62,434,,-73.85443256943276,40.898265932443366,"(40.898265932443366, -73.85443256943276)"
1043946-DCA,Business,12/31/2022,Active,12/31/2008,Tobacco Retail Dealer,"UNCLE HEGNA GROCERY, CORP.",,8834,PARSONS BLVD,,JAMAICA,NY,11432,718-657-3340,Queens,4,412,24,4312618,4097620041,QN35,236,,-73.8020119774681,40.706358634542454,"(40.706358634542454, -73.8020119774681)"
2021753-2-DCA,Business,12/31/2022,Active,04/28/2015,Tobacco Retail Dealer,MILL BASIN CONVENIENCE STORE CORP.,,6122,AVENUE U,,BROOKLYN,NY,11234,718-763-3922,Brooklyn,3,318,46,3334406,3084701175,BK45,698,,-73.91408085013511,40.61529052874138,"(40.61529052874138, -73.91408085013511)"
1070064-DCA,Business,12/31/2022,Active,01/04/2001,Tobacco Retail Dealer,CROPSEY SERVICE STATION INC.,,1907,CROPSEY AVE,,BROOKLYN,NY,11214,718-372-7582,Brooklyn,3,311,43,3168708,3064390005,BK27,282,,-74.00486511397901,40.60129937758053,"(40.60129937758053, -74.00486511397901)"
1082548-DCA,Business,12/31/2022,Active,05/30/2001,Tobacco Retail Dealer,"BAEZ, JOSE N.",BAEZ GROCERY STORE,10414,37TH AVE,,CORONA,NY,11368,7184563067,Queens,4,403,21,4044410,4017710006,QN26,403,,-73.86342575995238,40.75352323978306,"(40.75352323978306, -73.86342575995238)"
1380404-DCA,Business,12/31/2022,Active,01/10/2011,Tobacco Retail Dealer,"SIT, TIM",SIT FAMILY NEWSSTAND,N/E/C,GRAND STREET,BOWERY,NEW YORK,NY,10013,7183765412,Manhattan,1,102,01,,,,,,-73.99480887834468,40.71845752356146,"(40.71845752356146, -73.99480887834468)"
1091204-DCA,Business,12/31/2022,Active,08/17/2001,Tobacco Retail Dealer,C & S MART INC.,,373,1ST AVE,,NEW YORK,NY,10010,212-375-0214,Manhattan,1,106,02,1020557,1009270031,MN21,64,,-73.97902797071728,40.736016682521836,"(40.736016682521836, -73.97902797071728)"
1294324-DCA,Business,12/31/2022,Active,07/31/2008,Tobacco Retail Dealer,SEHER NEWS INC.,,1494,SHEEPSHEAD BAY RD,,BROOKLYN,NY,11235,718-769-3140,Brooklyn,3,315,48,3000000,3074590019,BK17,606,,-73.9537785159595,40.587280730263615,"(40.587280730263615, -73.9537785159595)"
2000403-2-DCA,Business,12/31/2022,Active,11/04/2013,Tobacco Retail Dealer,GOLD DELI INC,,126,E 103RD ST,,NEW YORK,NY,10029,212-289-3100,Manhattan,1,111,08,1051901,1016300061,MN33,166,,-73.94834312134499,40.79058072637985,"(40.79058072637985, -73.94834312134499)"
2085406-2-DCA,Business,12/31/2022,Active,05/02/2019,Tobacco Retail Dealer,SNAGGER INC,,2417,CONEY ISLAND AVE,,BROOKLYN,NY,11223,917-692-5292,Brooklyn,3,315,48,3336720,3073430075,BK25,582,,-73.96113515897692,40.59776858869535,"(40.59776858869535, -73.96113515897692)"
1312310-DCA,Business,12/31/2022,Active,03/25/2009,Tobacco Retail Dealer,DCR PETROLEUM CORP.,MOBIL,6908,ELIOT AVE,,MIDDLE VLG,NY,11379,5166408961,Queens,4,405,30,4066707,4029220006,QN21,66501,,-73.89073916129698,40.71964642712574,"(40.71964642712574, -73.89073916129698)"
2096354-2-DCA,Business,12/31/2022,Active,09/04/2020,Tobacco Retail Dealer,LOS RODRIGUEZ DELI & GROCERY CORP,,879,E 175TH ST,,BRONX,NY,10460,7188425606,Bronx,2,206,17,2010128,2029580062,,,,-73.88823228378604,40.839904686263175,"(40.839904686263175, -73.88823228378604)"
2082025-2-DCA,Business,12/31/2022,Active,02/06/2019,Tobacco Retail Dealer,GEORGIA DELI CORP,,591,SUTTER AVE,,BROOKLYN,NY,11207,347-295-0564,Brooklyn,3,305,42,3084048,3037530001,BK85,1156,,-73.89696808690633,40.669120952355776,"(40.669120952355776, -73.89696808690633)"
2065086-2-DCA,Business,12/31/2022,Active,01/18/2018,Tobacco Retail Dealer,J & F N DELI & GRILL INC,,14589,GUY R BREWER BLVD,,JAMAICA,NY,11434,718-527-1155,Queens,4,413,31,4438952,4133410025,QN03,320,,-73.76852997779328,40.66377402772857,"(40.66377402772857, -73.76852997779328)"
1278992-DCA,Business,12/31/2022,Active,03/07/2008,Tobacco Retail Dealer,NORDOMI #2 DELI CORP.,,13901,89TH AVE,,JAMAICA,NY,11435,718-558-4131,Queens,4,412,24,4457395,4096830036,QN35,214,,-73.81299054498888,40.70269625643386,"(40.70269625643386, -73.81299054498888)"
2021958-2-DCA,Business,12/31/2022,Active,04/30/2015,Tobacco Retail Dealer,"ROSS, DEBORAH",,S/W/C,JORALEMON ST,BOERUM PL,BROOKLYN,NY,11201,561-737-6222,Brooklyn,3,302,33,3000256,3001390001,,,,-73.9899716016308,40.6923901763159,"(40.6923901763159, -73.9899716016308)"
1400862-DCA,Business,12/31/2022,Active,07/22/2011,Tobacco Retail Dealer,SHINING STAR DELI GROCERY CORP.,,3489A,BOSTON RD,,BRONX,NY,10469,718-654-9649,Bronx,2,212,12,2060215,2047220035,BX03,386,,-73.84687121759686,40.876880506425515,"(40.876880506425515, -73.84687121759686)"
2028826-2-DCA,Business,12/31/2022,Active,09/24/2015,Tobacco Retail Dealer,FRIENDZ DELI & GROCERY INC,,6404,FLUSHING AVE,,MASPETH,NY,11378,718-326-0963,Queens,4,405,30,4061458,4027510022,QN30,521,,-73.90134793812612,40.722713669290385,"(40.722713669290385, -73.90134793812612)"
2088045-2-DCA,Business,12/31/2022,Active,07/09/2019,Tobacco Retail Dealer,750 CANDY & TOBACCO INC,,750,W 181ST ST,,NEW YORK,NY,10033,347-416-4720,Manhattan,1,112,10,1064275,1021760104,MN36,265,,-73.93766941955815,40.85072046130773,"(40.85072046130773, -73.93766941955815)"
1411136-DCA,Business,12/31/2022,Active,10/19/2011,Tobacco Retail Dealer,YOUR DEAL FOOD CORP.,,472,WILSON AVE,,BROOKLYN,NY,11221,718-452-1367,Brooklyn,3,304,37,3077601,3033830041,BK78,415,,-73.91192545666975,40.692842735583575,"(40.692842735583575, -73.91192545666975)"
2058306-2-DCA,Business,12/31/2022,Active,09/15/2017,Tobacco Retail Dealer,T&M AVE P GAS INC,,2516,65TH ST,,BROOKLYN,NY,11204,718-376-4239,Brooklyn,3,311,44,3174697,3066070082,BK46,438,,-73.97404718762003,40.60936899537562,"(40.60936899537562, -73.97404718762003)"
2062238-2-DCA,Business,12/31/2022,Active,12/01/2017,Tobacco Retail Dealer,"LUCKY 7 SMOKE SHOP & DELI II, INC.",,2713,AVENUE U,,BROOKLYN,NY,11229,,Brooklyn,3,315,46,3198782,3073320050,BK44,574,,-73.94452569267209,40.60014425607279,"(40.60014425607279, -73.94452569267209)"
2093128-2-DCA,Business,12/31/2022,Active,12/19/2019,Tobacco Retail Dealer,RIVINGTON TOBACCO AND VAPE CORP,,40,RIVINGTON ST,,NEW YORK,NY,10002,917-262-0259,Manhattan,1,103,01,1005612,1004210080,,,,-73.9910892685573,40.720911110528775,"(40.720911110528775, -73.9910892685573)"
1078174-DCA,Business,12/31/2022,Active,04/19/2001,Tobacco Retail Dealer,N M & A DELI CORP.,EASTWAY GROCERY DELI,169,3RD AVE,,NEW YORK,NY,10003,212-260-3859,Manhattan,1,106,02,1019533,1008970041,MN21,48,,-73.98610791918729,40.73474693341472,"(40.73474693341472, -73.98610791918729)"
2088738-2-DCA,Business,12/31/2022,Active,07/25/2019,Tobacco Retail Dealer,STATE EXPRESS DELI CORP,,68,BOND ST,,BROOKLYN,NY,11217,7185102373,Brooklyn,3,302,33,3335910,3001710035,BK38,41,,-73.9842895769774,40.68774264559662,"(40.68774264559662, -73.9842895769774)"
1413090-DCA,Business,12/31/2022,Active,11/14/2011,Tobacco Retail Dealer,HERO DELI CORP.,,197,AVENUE T,,BROOKLYN,NY,11223,7183390808,Brooklyn,3,311,47,3190247,3070830054,BK29,408,,-73.97765948379732,40.59879954348187,"(40.59879954348187, -73.97765948379732)"
2018142-2-DCA,Business,12/31/2022,Active,02/10/2015,Tobacco Retail Dealer,"PATEL, PARESH A.",,S/E/C,BROADWAY,JOHN STREET,NEW YORK,NY,10007,917-495-3795,Manhattan,1,101,01,,,,,,-74.00954415049303,40.71032726235273,"(40.71032726235273, -74.00954415049303)"
1467628-DCA,Business,12/31/2022,Active,06/18/2013,Tobacco Retail Dealer,MYRTLE MINI MART INC.,,6440,MYRTLE AVE,,GLENDALE,NY,11385,917-805-7447,Queens,4,405,30,4086927,4035940007,QN19,577,,-73.89134667466435,40.7010539657198,"(40.7010539657198, -73.89134667466435)"
1048866-DCA,Business,12/31/2022,Active,12/14/2006,Tobacco Retail Dealer,"GREVER AND SONS SERVICE STATIONS, INC.",,3102,68TH ST,,FLUSHING,NY,11377,718-457-1003,Queens,4,403,25,4025331,4011380027,QN28,30902,,-73.89917746246657,40.75759211396922,"(40.75759211396922, -73.89917746246657)"
2034446-1-DCA,Business,12/31/2021,Active,03/15/2016,Tobacco Retail Dealer,BRANDARE INC,FILL YOUR BELLY DELI,282,MANOR RD,,STATEN ISLAND,NY,10314,7189813223,Staten Island,5,501,50,5010136,5003640079,SI07,151,,-74.12387607652009,40.62129444030949,"(40.62129444030949, -74.12387607652009)"
1055240-DCA,Business,12/31/2022,Active,12/07/2000,Tobacco Retail Dealer,"BRUCIA, OK, CHA",7-11 STORE #20944,6958,MAIN ST,,FLUSHING,NY,11367,718-544-7421,Queens,4,408,24,4143180,4066160037,QN37,77902,,-73.82341013754376,40.729885897540775,"(40.729885897540775, -73.82341013754376)"
2024207-2-DCA,Business,12/31/2022,Active,06/11/2015,Tobacco Retail Dealer,HANA MART NY CORP,,38,W 32ND ST,,NEW YORK,NY,10001,212-695-3283,Manhattan,1,105,04,1015806,1008330018,MN17,76,,-73.98725285485801,40.74788893406422,"(40.74788893406422, -73.98725285485801)"
1305208-DCA,Business,12/31/2022,Active,12/01/2008,Tobacco Retail Dealer,"AHMED, MOSTAQUE",,S/W/C,2 AVENUE,EAST   80 STREET,NEW YORK,NY,10075,718-672-2015,Manhattan,1,108,05,,,,,,-73.95455873895823,40.77402161430348,"(40.77402161430348, -73.95455873895823)"
1041446-DCA,Business,12/31/2022,Active,09/28/2000,Tobacco Retail Dealer,H & H KIM CORP.,,172,PRINCE ST,,NEW YORK,NY,10012,212-431-6667,Manhattan,1,102,03,1007786,1005030021,MN24,49,,-74.00182197483313,40.72621980251606,"(40.72621980251606, -74.00182197483313)"
2091380-2-DCA,Business,12/31/2022,Active,10/11/2019,Tobacco Retail Dealer,LA FORTUNA FOOD DELI CORP 1,,481,WALES AVE,,BRONX,NY,10455,646-545-1611,Bronx,2,201,08,2003901,2025770048,BX39,35,,-73.9079290803259,40.81097355989611,"(40.81097355989611, -73.9079290803259)"
